Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales
19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,9,Medium,Tier 2,Supermarket Type1,942.7728
6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,19,Small,Tier 1,Supermarket Type1,2364.9216
17.7,Low Fat,0.012540003,Household,167.0474,OUT035,12,Small,Tier 2,Supermarket Type1,5895.659
17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,7,Medium,Tier 3,Supermarket Type2,1134.5232
9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,14,Medium,Tier 2,Supermarket Type1,7696.648
15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,9,Medium,Tier 2,Supermarket Type1,2775.7202
7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,14,Medium,Tier 2,Supermarket Type1,5317.0788
7.075,Low Fat,0,Frozen Foods,98.0068,OUT018,7,Medium,Tier 3,Supermarket Type2,874.8612
6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,19,Small,Tier 1,Supermarket Type1,1039.9796
19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,12,Small,Tier 2,Supermarket Type1,3038.0454
20.25,Regular,0.014790559,Dairy,193.6162,OUT035,12,Small,Tier 2,Supermarket Type1,3848.324
15,Regular,0.054378253,Canned,59.1904,OUT046,19,Small,Tier 1,Supermarket Type1,527.3136
6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,19,Small,Tier 1,Supermarket Type1,2390.8878
16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,29,High,Tier 3,Supermarket Type1,801.6232
7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,14,Medium,Tier 2,Supermarket Type1,1267.0174
6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,14,Medium,Tier 2,Supermarket Type1,886.8456
19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,18,Medium,Tier 3,Grocery Store,452.744
13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,14,Medium,Tier 2,Supermarket Type1,3877.6192
9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,17,Medium,Tier 1,Supermarket Type1,4950.8888
15,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,9,Medium,Tier 2,Supermarket Type1,958.752
11.15,Regular,0.008326735,Dairy,149.9708,OUT017,9,Medium,Tier 2,Supermarket Type1,1956.1204
20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,17,Medium,Tier 1,Supermarket Type1,2404.2038
9.8,Low Fat,0.151420934,Others,194.3478,OUT010,18,Medium,Tier 3,Grocery Store,387.4956
16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,29,High,Tier 3,Supermarket Type1,994.7052
9.6,Regular,0.022323658,Breads,101.299,OUT045,14,Medium,Tier 2,Supermarket Type1,1754.383
13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,14,Medium,Tier 2,Supermarket Type1,3918.8988
20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,29,High,Tier 3,Supermarket Type1,306.268
16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,14,Medium,Tier 2,Supermarket Type1,4425.5726
5.5,Low Fat,0.04709821,Others,101.3016,OUT046,19,Small,Tier 1,Supermarket Type1,3339.6528
15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,14,Medium,Tier 2,Supermarket Type1,6410.3224
15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,9,Medium,Tier 2,Supermarket Type1,1992.0736
7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,9,Medium,Tier 2,Supermarket Type1,2870.9296
17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,29,High,Tier 3,Supermarket Type1,539.298
7.285,Low Fat,0.031125709,Household,174.3054,OUT013,29,High,Tier 3,Supermarket Type1,4377.635
20.25,Low Fat,0.026005891,Household,180.9976,OUT045,14,Medium,Tier 2,Supermarket Type1,2716.464
15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,17,Medium,Tier 1,Supermarket Type1,703.0848
6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,17,Medium,Tier 1,Supermarket Type1,1937.478
19.5,Low Fat,0.015749341,Household,182.2608,OUT049,17,Medium,Tier 1,Supermarket Type1,3307.6944
19.2,Low Fat,0.077628053,Household,197.611,OUT049,17,Medium,Tier 1,Supermarket Type1,3142.576
16.7,Low Fat,0,Canned,181.2292,OUT018,7,Medium,Tier 3,Supermarket Type2,2554.0088
20.85,Regular,0.056695731,Breads,104.0648,OUT018,7,Medium,Tier 3,Supermarket Type2,1869.5664
14.5,Regular,0.063993068,Breads,260.4594,OUT045,14,Medium,Tier 2,Supermarket Type1,5494.8474
11.395,Regular,0.069529262,Meat,233.1616,OUT013,29,High,Tier 3,Supermarket Type1,6093.4016
7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,19,Small,Tier 1,Supermarket Type1,2586.633
7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,17,Medium,Tier 1,Supermarket Type1,1255.6988
19.25,Regular,0.034699737,Canned,141.7496,OUT046,19,Small,Tier 1,Supermarket Type1,4093.3384
7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,19,Small,Tier 1,Supermarket Type1,3163.8816
11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,19,Small,Tier 1,Supermarket Type1,1137.1864
12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,7,Medium,Tier 3,Supermarket Type2,898.83
10,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,19,Small,Tier 1,Supermarket Type1,2756.412
14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,14,Medium,Tier 2,Supermarket Type1,878.856
10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,17,Medium,Tier 1,Supermarket Type1,659.142
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,29,High,Tier 3,Supermarket Type1,3610.6334
8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,12,Small,Tier 2,Supermarket Type1,5153.292
9.195,Regular,0.078502143,Meat,108.7596,OUT017,9,Medium,Tier 2,Supermarket Type1,2588.6304
20.7,Regular,0.047684831,Dairy,212.5876,OUT018,7,Medium,Tier 3,Supermarket Type2,1286.3256
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,9,Medium,Tier 2,Supermarket Type1,1230.3984
16.5,Low Fat,0.036715907,Household,180.0318,OUT045,14,Medium,Tier 2,Supermarket Type1,3969.4996
9,Low Fat,0.065236932,Snack Foods,176.437,OUT035,12,Small,Tier 2,Supermarket Type1,7763.228
6.785,Regular,0.041947547,Meat,41.2112,OUT013,29,High,Tier 3,Supermarket Type1,809.6128
19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,7,Medium,Tier 3,Supermarket Type2,1253.7014
7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,19,Small,Tier 1,Supermarket Type1,5715.2272
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,29,High,Tier 3,Supermarket Type1,1464.76
16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,29,High,Tier 3,Supermarket Type1,3251.1014
7.47,Regular,0,Frozen Foods,214.3218,OUT035,12,Small,Tier 2,Supermarket Type1,4274.436
13.85,Regular,0.085622362,Meat,119.4124,OUT018,7,Medium,Tier 3,Supermarket Type2,2251.7356
6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,9,Medium,Tier 2,Supermarket Type1,1176.4686
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,19,Small,Tier 1,Supermarket Type1,3523.4136
15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,12,Small,Tier 2,Supermarket Type1,610.5386
15.85,Low Fat,0,Canned,96.4094,OUT035,12,Small,Tier 2,Supermarket Type1,1237.7222
15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,18,Medium,Tier 3,Grocery Store,474.0496
20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,19,Small,Tier 1,Supermarket Type1,2580.6408
10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,19,Small,Tier 1,Supermarket Type1,2552.6772
7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,OUT045,14,Medium,Tier 2,Supermarket Type1,3914.904
18,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,19,Small,Tier 1,Supermarket Type1,796.9626
18.35,Low Fat,0.089163056,Household,191.3504,OUT045,14,Medium,Tier 2,Supermarket Type1,3259.7568
6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,17,Medium,Tier 1,Supermarket Type1,1677.816
13.8,Regular,0.056960814,Snack Foods,230.0984,OUT049,17,Medium,Tier 1,Supermarket Type1,3707.1744
21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,19,Small,Tier 1,Supermarket Type1,2954.1546
10.5,Regular,0.011026594,Snack Foods,166.4842,OUT018,7,Medium,Tier 3,Supermarket Type2,2652.5472
8.97,Low Fat,0.093203257,Household,52.7956,OUT045,14,Medium,Tier 2,Supermarket Type1,1037.3164
10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,14,Medium,Tier 2,Supermarket Type1,426.112
13.65,Low Fat,0.015908424,Breads,231.1668,OUT035,12,Small,Tier 2,Supermarket Type1,6911.004
19,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,19,Small,Tier 1,Supermarket Type1,3811.0392
6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,17,Medium,Tier 1,Supermarket Type1,5770.4886
10.8,Regular,0.048143292,Baking Goods,40.2138,OUT046,19,Small,Tier 1,Supermarket Type1,690.4346
16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,29,High,Tier 3,Supermarket Type1,1890.2062
15.15,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,19,Small,Tier 1,Supermarket Type1,1504.708
10.5,Low Fat,0,Household,238.3248,OUT010,18,Medium,Tier 3,Grocery Store,711.0744
17.6,Low Fat,0.008033611,Dairy,174.2422,OUT018,7,Medium,Tier 3,Supermarket Type2,4311.055
19.35,Low Fat,0.033088472,Meat,175.4738,OUT046,19,Small,Tier 1,Supermarket Type1,521.3214
15.7,Low Fat,0.160663021,Household,59.4562,OUT046,19,Small,Tier 1,Supermarket Type1,829.5868
18.1,Low Fat,0.178975721,Dairy,155.5288,OUT017,9,Medium,Tier 2,Supermarket Type1,1571.288
10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,12,Small,Tier 2,Supermarket Type1,2403.538
6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,OUT045,14,Medium,Tier 2,Supermarket Type1,844.2344
19,Low Fat,0.027139013,Household,127.3336,OUT017,9,Medium,Tier 2,Supermarket Type1,2940.1728
7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,18,Medium,Tier 3,Grocery Store,291.6204
13.15,Low Fat,0.036746479,Frozen Foods,181.2976,OUT045,14,Medium,Tier 2,Supermarket Type1,3259.7568
20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,OUT049,17,Medium,Tier 1,Supermarket Type1,3415.554
20.35,Regular,0,Dairy,256.7672,OUT018,7,Medium,Tier 3,Supermarket Type2,5624.6784
18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,17,Medium,Tier 1,Supermarket Type1,6687.961
16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,OUT049,17,Medium,Tier 1,Supermarket Type1,5642.655
11.3,Low Fat,0.007309544,Meat,196.2426,OUT018,7,Medium,Tier 3,Supermarket Type2,4943.565
17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,OUT018,7,Medium,Tier 3,Supermarket Type2,3135.2522
18,Regular,0.142978223,Fruits and Vegetables,87.4514,OUT045,14,Medium,Tier 2,Supermarket Type1,796.9626
7.935,Low Fat,0.017191055,Dairy,51.535,OUT045,14,Medium,Tier 2,Supermarket Type1,848.895
20.25,Regular,0.011995271,Canned,184.5924,OUT046,19,Small,Tier 1,Supermarket Type1,4997.4948
15.5,Regular,0.15717236,Snack Foods,149.1418,OUT049,17,Medium,Tier 1,Supermarket Type1,588.5672
15.35,Low Fat,0.020310046,Soft Drinks,218.0508,OUT013,29,High,Tier 3,Supermarket Type1,3038.7112
10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,OUT046,19,Small,Tier 1,Supermarket Type1,1587.2672
16.7,Regular,0.052517969,Frozen Foods,115.4176,OUT045,14,Medium,Tier 2,Supermarket Type1,687.1056
20.7,Regular,0.047565208,Dairy,213.4876,OUT049,17,Medium,Tier 1,Supermarket Type1,1929.4884
16,Low Fat,0.060797393,Starchy Foods,223.8404,OUT013,29,High,Tier 3,Supermarket Type1,3600.6464
14,Low Fat,0.041291169,Starchy Foods,180.7634,OUT046,19,Small,Tier 1,Supermarket Type1,2181.1608
12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,19,Small,Tier 1,Supermarket Type1,3428.2042
20.85,Regular,0.056580228,Breads,105.6648,OUT045,14,Medium,Tier 2,Supermarket Type1,623.1888
12.35,Low Fat,0.164196823,Household,120.5124,OUT049,17,Medium,Tier 1,Supermarket Type1,2133.2232
6.85,Low Fat,0.022976497,Frozen Foods,261.6594,OUT018,7,Medium,Tier 3,Supermarket Type2,3401.5722
10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,OUT035,12,Small,Tier 2,Supermarket Type1,1289.6546
8.775,Low Fat,0,Dairy,45.9428,OUT013,29,High,Tier 3,Supermarket Type1,790.9704
18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,OUT017,9,Medium,Tier 2,Supermarket Type1,3147.9024
14.85,Low Fat,0.09344495,Baking Goods,141.0812,OUT035,12,Small,Tier 2,Supermarket Type1,1139.8496
20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,19,Small,Tier 1,Supermarket Type1,1816.3024
7.84,Regular,0.154120252,Canned,51.935,OUT018,7,Medium,Tier 3,Supermarket Type2,199.74
18.25,Low Fat,0.089004389,Frozen Foods,196.7452,OUT045,14,Medium,Tier 2,Supermarket Type1,978.726
10.3,Regular,0.011117041,Snack Foods,85.854,OUT013,29,High,Tier 3,Supermarket Type1,2683.174
12.5,Low Fat,0.103422709,Household,169.9448,OUT035,12,Small,Tier 2,Supermarket Type1,2897.5616
20.25,Regular,0.102723919,Canned,93.212,OUT046,19,Small,Tier 1,Supermarket Type1,1957.452
15,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,29,High,Tier 3,Supermarket Type1,2528.7084
8.325,Low Fat,0.029760052,Fruits and Vegetables,38.7138,OUT013,29,High,Tier 3,Supermarket Type1,284.2966
15.85,Low Fat,0.078999287,Canned,38.6506,OUT017,9,Medium,Tier 2,Supermarket Type1,759.012
13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,19,Small,Tier 1,Supermarket Type1,1787.673
6.26,Low Fat,0.031599715,Household,111.3228,OUT017,9,Medium,Tier 2,Supermarket Type1,2431.5016
17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,7,Medium,Tier 3,Supermarket Type2,4466.1864
5.765,Low Fat,0.072284689,Frozen Foods,119.9098,OUT035,12,Small,Tier 2,Supermarket Type1,2048.6666
13.6,Low Fat,0.009984847,Household,175.437,OUT013,29,High,Tier 3,Supermarket Type1,1940.807
10.5,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,9,Medium,Tier 2,Supermarket Type1,2067.309
7.975,Low Fat,0.014660821,Baking Goods,85.125,OUT045,14,Medium,Tier 2,Supermarket Type1,2663.2
12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,7,Medium,Tier 3,Supermarket Type2,1146.5076
12.3,Low Fat,0.076709639,Household,247.846,OUT045,14,Medium,Tier 2,Supermarket Type1,3448.844
5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,14,Medium,Tier 2,Supermarket Type1,1665.8316
15.15,Regular,0.012282366,Snack Foods,132.5284,OUT049,17,Medium,Tier 1,Supermarket Type1,1713.7692
12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,19,Small,Tier 1,Supermarket Type1,810.9444
14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,19,Small,Tier 1,Supermarket Type1,1193.1136
8.695,Low Fat,0.119513002,Household,93.4094,OUT035,12,Small,Tier 2,Supermarket Type1,856.8846
16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,18,Medium,Tier 3,Grocery Store,165.7842
6.135,Regular,0,Baking Goods,151.3366,OUT045,14,Medium,Tier 2,Supermarket Type1,1057.9562
19.5,Low Fat,0.015756784,Household,185.0608,OUT045,14,Medium,Tier 2,Supermarket Type1,2205.1296
9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,29,High,Tier 3,Supermarket Type1,2940.1728
8.895,Low Fat,0.07543556,Hard Drinks,235.8616,OUT035,12,Small,Tier 2,Supermarket Type1,3046.7008
18.25,Low Fat,0,Frozen Foods,196.8452,OUT046,19,Small,Tier 1,Supermarket Type1,3327.6684
21.35,Low Fat,0.115194717,Canned,258.3278,OUT010,18,Medium,Tier 3,Grocery Store,520.6556
19.7,Low Fat,0.066922802,Snack Foods,174.837,OUT035,12,Small,Tier 2,Supermarket Type1,2999.429
16.6,Low Fat,0.103195401,Fruits and Vegetables,117.8466,OUT045,14,Medium,Tier 2,Supermarket Type1,942.7728
10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284,OUT046,19,Small,Tier 1,Supermarket Type1,1581.9408
8.51,Low Fat,0.016201845,Household,195.2478,OUT017,9,Medium,Tier 2,Supermarket Type1,4262.4516
14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,18,Medium,Tier 3,Grocery Store,731.0484
6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,12,Small,Tier 2,Supermarket Type1,1398.8458
15.25,Regular,0.065999008,Snack Foods,177.966,OUT049,17,Medium,Tier 1,Supermarket Type1,2336.958
18.25,Low Fat,0.088750333,Frozen Foods,196.5452,OUT013,29,High,Tier 3,Supermarket Type1,2348.9424
16,Regular,0.099252438,Frozen Foods,87.4856,OUT035,12,Small,Tier 2,Supermarket Type1,1054.6272
19.2,Low Fat,0,Household,127.831,OUT045,14,Medium,Tier 2,Supermarket Type1,1298.31
12.15,Low Fat,0,Household,117.815,OUT017,9,Medium,Tier 2,Supermarket Type1,2330.3
8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,17,Medium,Tier 1,Supermarket Type1,4584.6988
10.895,Low Fat,0.228993134,Dairy,263.4568,OUT010,18,Medium,Tier 3,Grocery Store,527.3136
16,Regular,0.065431917,Dairy,76.1986,OUT017,9,Medium,Tier 2,Supermarket Type1,1869.5664
9.195,Low Fat,0,Baking Goods,43.6744,OUT018,7,Medium,Tier 3,Supermarket Type2,407.4696
11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,7,Medium,Tier 3,Supermarket Type2,2189.8162
10,Low Fat,0.089656812,Health and Hygiene,144.0102,OUT017,9,Medium,Tier 2,Supermarket Type1,1603.9122
9.395,Low Fat,0.039954281,Others,82.4908,OUT035,12,Small,Tier 2,Supermarket Type1,2013.3792
20.75,Low Fat,0.149404057,Breakfast,192.8478,OUT010,18,Medium,Tier 3,Grocery Store,774.9912
9.8,Low Fat,0.0268952,Meat,128.402,OUT045,14,Medium,Tier 2,Supermarket Type1,2403.538
5.695,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,7,Medium,Tier 3,Supermarket Type2,4380.2982
18.2,Low Fat,0.161817014,Fruits and Vegetables,37.819,OUT045,14,Medium,Tier 2,Supermarket Type1,219.714
19.35,Regular,0.082197959,Baking Goods,49.2034,OUT013,29,High,Tier 3,Supermarket Type1,729.051
18.35,Low Fat,0.015335349,Hard Drinks,106.6938,OUT045,14,Medium,Tier 2,Supermarket Type1,1393.5194
6.36,Low Fat,0.00599072,Household,163.6526,OUT045,14,Medium,Tier 2,Supermarket Type1,5262.4832
9.8,Low Fat,0.013898123,Soft Drinks,46.506,OUT018,7,Medium,Tier 3,Supermarket Type2,372.848
6.635,Regular,0,Frozen Foods,39.7506,OUT013,29,High,Tier 3,Supermarket Type1,303.6048
18.1,Low Fat,0.297883712,Dairy,156.7288,OUT010,18,Medium,Tier 3,Grocery Store,314.2576
8.93,Low Fat,0.022059594,Household,56.0614,OUT010,18,Medium,Tier 3,Grocery Store,276.307
8.3,Low Fat,0.03532494,Fruits and Vegetables,38.9506,OUT013,29,High,Tier 3,Supermarket Type1,721.0614
8.895,Low Fat,0.124967595,Household,112.7544,OUT045,14,Medium,Tier 2,Supermarket Type1,3467.4864
16.35,Regular,0.062411404,Fruits and Vegetables,225.9062,OUT046,19,Small,Tier 1,Supermarket Type1,5416.9488
8.6,Low Fat,0.032754431,Health and Hygiene,140.5154,OUT018,7,Medium,Tier 3,Supermarket Type2,283.6308
19,Regular,0.104035148,Fruits and Vegetables,227.772,OUT017,9,Medium,Tier 2,Supermarket Type1,5206.556
7.56,Low Fat,0.06390019,Frozen Foods,157.263,OUT045,14,Medium,Tier 2,Supermarket Type1,2503.408
12.6,Regular,0.062648111,Frozen Foods,104.899,OUT013,29,High,Tier 3,Supermarket Type1,1960.781
15.6,Low Fat,0.111685868,Others,184.7924,OUT010,18,Medium,Tier 3,Grocery Store,370.1848
8.71,Low Fat,0.233039817,Canned,49.5376,OUT010,18,Medium,Tier 3,Grocery Store,95.8752
18.1,Low Fat,0.17824575,Dairy,158.1288,OUT049,17,Medium,Tier 1,Supermarket Type1,3299.7048
13.35,Low Fat,0.140241213,Frozen Foods,150.2392,OUT017,9,Medium,Tier 2,Supermarket Type1,2684.5056
16.6,Low Fat,0,Fruits and Vegetables,173.3738,OUT046,19,Small,Tier 1,Supermarket Type1,2085.2856
6.695,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,12,Small,Tier 2,Supermarket Type1,2210.456
16.6,Low Fat,0.026537206,Frozen Foods,57.2614,OUT046,19,Small,Tier 1,Supermarket Type1,1049.9666
15.35,Low Fat,0.015673267,Others,145.047,OUT035,12,Small,Tier 2,Supermarket Type1,2719.793
19.7,Low Fat,0.089083914,Fruits and Vegetables,54.593,OUT010,18,Medium,Tier 3,Grocery Store,56.593
14.3,Low Fat,0.131152799,Baking Goods,78.6328,OUT017,9,Medium,Tier 2,Supermarket Type1,231.6984
10,Low Fat,0.045818773,Frozen Foods,138.718,OUT013,29,High,Tier 3,Supermarket Type1,1398.18
14.8,Low Fat,0.044869794,Soft Drinks,76.467,OUT035,12,Small,Tier 2,Supermarket Type1,1531.34
8.71,Regular,0.04605781,Dairy,43.8744,OUT049,17,Medium,Tier 1,Supermarket Type1,633.8416
12.15,Low Fat,0.030815427,Frozen Foods,252.0698,OUT010,18,Medium,Tier 3,Grocery Store,1014.6792
17.85,Low Fat,0.01806055,Health and Hygiene,97.0094,OUT045,14,Medium,Tier 2,Supermarket Type1,2094.6068
9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,17,Medium,Tier 1,Supermarket Type1,2386.2272
11.8,Regular,0.076705948,Snack Foods,34.7558,OUT035,12,Small,Tier 2,Supermarket Type1,780.9834
14.1,Low Fat,0.089677773,Canned,139.8496,OUT046,19,Small,Tier 1,Supermarket Type1,1693.7952
19.35,Regular,0.065520388,Meat,168.3816,OUT046,19,Small,Tier 1,Supermarket Type1,1342.2528
19.75,Low Fat,0.012518707,Fruits and Vegetables,190.6872,OUT017,9,Medium,Tier 2,Supermarket Type1,4916.2672
10.3,Regular,0.050353695,Canned,78.696,OUT017,9,Medium,Tier 2,Supermarket Type1,1757.712
10.8,Low Fat,0.083016832,Dairy,193.4504,OUT017,9,Medium,Tier 2,Supermarket Type1,2876.256
17.75,Regular,0,Fruits and Vegetables,139.9838,OUT045,14,Medium,Tier 2,Supermarket Type1,1966.7732
8.575,Low Fat,0.023983258,Soft Drinks,106.328,OUT018,7,Medium,Tier 3,Supermarket Type2,958.752
19.1,Low Fat,0.075836522,Dairy,40.2138,OUT010,18,Medium,Tier 3,Grocery Store,81.2276
20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,OUT049,17,Medium,Tier 1,Supermarket Type1,1238.388
6.785,Regular,0.022970468,Snack Foods,211.0928,OUT035,12,Small,Tier 2,Supermarket Type1,4418.2488
6.57,Low Fat,0.066014596,Hard Drinks,259.7278,OUT013,29,High,Tier 3,Supermarket Type1,2863.6058
5.78,Regular,0.07429945,Snack Foods,264.9568,OUT045,14,Medium,Tier 2,Supermarket Type1,1845.5976
6.92,Regular,0.131128467,Breakfast,93.1804,OUT049,17,Medium,Tier 1,Supermarket Type1,1561.9668
20.25,Regular,0.014816356,Dairy,194.1162,OUT049,17,Medium,Tier 1,Supermarket Type1,3848.324
13.65,Low Fat,0.049318315,Fruits and Vegetables,149.005,OUT045,14,Medium,Tier 2,Supermarket Type1,2097.27
13.5,Regular,0.017960492,Snack Foods,81.596,OUT017,9,Medium,Tier 2,Supermarket Type1,639.168
16.5,Low Fat,0.035801238,Health and Hygiene,92.612,OUT018,7,Medium,Tier 3,Supermarket Type2,559.272
16.7,Regular,0.038606365,Snack Foods,146.5102,OUT045,14,Medium,Tier 2,Supermarket Type1,2770.3938
8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,7,Medium,Tier 3,Supermarket Type2,295.6152
7.235,Low Fat,0.058369013,Snack Foods,115.2834,OUT018,7,Medium,Tier 3,Supermarket Type2,1267.0174
16.75,Regular,0,Soft Drinks,39.3822,OUT046,19,Small,Tier 1,Supermarket Type1,353.5398
15.35,Low Fat,0.073269336,Soft Drinks,92.112,OUT035,12,Small,Tier 2,Supermarket Type1,1118.544
10.8,Low Fat,0.049677651,Fruits and Vegetables,245.9144,OUT013,29,High,Tier 3,Supermarket Type1,4655.2736
